expr	time	Date
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46553183	2018-11-12
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38487371	2018-11-12
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	33959781	2018-11-12
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46588421	2018-11-12
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38668678	2018-11-12
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28693707	2018-11-12
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45636100	2018-11-12
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	39182486	2018-11-12
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28861152	2018-12-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46685386	2018-12-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	45166251	2018-12-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28743392	2018-12-07
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	44832247	2018-12-07
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	37696770	2018-12-07
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29255366	2018-12-08
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45973966	2018-12-08
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	39077027	2018-12-08
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29026817	2019-01-05
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	45668039	2019-01-05
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38645499	2019-01-05
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	29617123	2019-01-05
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46640539	2019-01-05
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	38852709	2019-01-05
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28806054	2019-01-05
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	46588435	2019-01-05
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	40098979	2019-01-05
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	28372368	2019-01-09
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	47054069	2019-01-09
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	39969786	2019-01-09
"cpi_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	32846592	2019-02-08
"wage_inflator(from_fy = from_fys50K, to_fy = ""2015-16"")"	55617330	2019-02-08
"lf_inflator_fy(from_fy = from_fys50K, to_fy = ""2015-16"")"	42764329	2019-02-08
