expr	time	Date
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	38826425	2018-11-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	69897865	2018-11-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1333365259	2018-11-12
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	38042231	2018-11-12
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	68319224	2018-11-12
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	895953992	2018-11-12
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	38865045	2018-11-12
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	69556457	2018-11-12
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	884958332	2018-11-12
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	38936726	2018-11-12
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	69872994	2018-11-12
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1340622111	2018-11-12
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	39318618	2018-11-12
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	70897898	2018-11-12
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	889637113	2018-11-12
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	40345330	2018-11-12
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	71296054	2018-11-12
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1072495017	2018-12-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	41721092	2018-12-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	68385461	2018-12-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	779897124	2018-12-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	41070249	2018-12-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	67130760	2018-12-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	817031462	2018-12-08
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	41368678	2018-12-08
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	72305511	2018-12-08
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	834188325	2019-01-05
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	42211734	2019-01-05
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	72702571	2019-01-05
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	864703556	2019-01-05
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	41238029	2019-01-05
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	70815397	2019-01-05
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	835071375	2019-01-05
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	40120062	2019-01-05
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	70291049	2019-01-05
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	822297209	2019-01-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	38976504	2019-01-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	68112958	2019-01-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	879781250	2019-02-08
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	45330954	2019-02-08
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	77935400	2019-02-08
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1019286730	2019-02-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	52399261	2019-02-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	85481373	2019-02-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	765588934	2019-02-09
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	103656172	2019-02-09
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79021379	2019-02-09
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	914397899	2019-02-12
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	50574586	2019-02-12
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	81411521	2019-02-12
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1005666349	2019-02-13
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	50356233	2019-02-13
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	87442596	2019-02-13
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	890774186	2019-02-14
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	51938763	2019-02-14
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	82952095	2019-02-14
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1006793635	2019-02-17
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	49897691	2019-02-17
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79565969	2019-02-17
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	874376000	2019-02-19
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	53298590	2019-02-19
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	86513530	2019-02-19
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	871514824	2019-02-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	51771926	2019-02-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	80124374	2019-02-21
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1785104898	2019-02-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	52949526	2019-02-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79415104	2019-02-21
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	936671633	2019-02-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	53993102	2019-02-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	97979317	2019-02-21
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	897341500	2019-02-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	52508500	2019-02-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	77456300	2019-02-21
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	879241100	2019-02-22
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	51999000	2019-02-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	78372700	2019-02-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	872827900	2019-02-22
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	51146601	2019-02-22
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	76700302	2019-02-22
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	837121201	2019-02-23
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	46821302	2019-02-23
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	77043902	2019-02-23
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	1130718300	2019-02-25
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	47222400	2019-02-25
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79941400	2019-02-25
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	851516100	2019-02-26
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	45807300	2019-02-26
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79086400	2019-02-26
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	887160900	2019-02-26
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	47634600	2019-02-26
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79771900	2019-02-26
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	856997100	2019-02-26
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	47342000	2019-02-26
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	79173400	2019-02-26
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	858994000	2019-02-27
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	46962800	2019-02-27
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	78327000	2019-02-27
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	849320800	2019-03-01
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	46723500	2019-03-01
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	78131200	2019-03-01
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	887398802	2019-03-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	46090102	2019-03-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	77444002	2019-03-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	839040900	2019-03-07
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	47154800	2019-03-07
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	78551200	2019-03-07
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	865838900	2019-03-08
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	44612800	2019-03-08
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	78515100	2019-03-08
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	885921100	2019-03-08
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	45282400	2019-03-08
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	77943700	2019-03-08
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	883965900	2019-03-20
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	42216400	2019-03-20
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	78923600	2019-03-20
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	873970600	2019-03-20
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	41762900	2019-03-20
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	77174900	2019-03-20
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	851765800	2019-03-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	41804200	2019-03-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	77075400	2019-03-21
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	883377700	2019-03-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	42061400	2019-03-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	76914300	2019-03-21
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	842002400	2019-03-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	41190600	2019-03-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	75926600	2019-03-21
"cpi_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	871953300	2019-03-21
"wage_inflator(from_fy = ""2014-15"", to_fy = the_next_fy)"	47171400	2019-03-21
"lf_inflator_fy(from_fy = ""2014-15"", to_fy = the_next_fy)"	80431800	2019-03-21
