Occupation,nNG,nIndividuals,avgTaxableIncome,label,keep_label,color,fontface,propNG
5619 Other Clerical and Office Support Workers,303,5525,42578.7953269335,,FALSE,black,plain,0.054841628959276
5911 Purchasing and Supply Logistics Clerks,7059,82308,51813.5016601598,"",FALSE,black,plain,0.0857632307916606
5912 Transport and Despatch Clerks,1853,16659,64322.0070858104,,FALSE,black,plain,0.111231166336515
5991 Conveyancers and Legal Executives,1031,10137,59148.2592556027,,FALSE,black,plain,0.101706619315379
5992 Court and Legal Clerks,1211,14549,54866.471389271,"",FALSE,black,plain,0.0832359612344491
5993 Debt Collectors,283,4172,49423.6318944844,,FALSE,black,plain,0.0678331735378715
5994 Human Resource Clerks,648,6612,51379.5781581339,,FALSE,black,plain,0.0980036297640653
5995 Inspectors and Regulatory Officers,2803,16446,81989.1681469765,"",FALSE,black,plain,0.170436580323483
"5996 Insurance Investigators, Loss Adjusters and Risk Surveyors",237,1620,89451.2861557478,,FALSE,black,plain,0.146296296296296
5997 Library Assistants,295,5513,38758.9016155382,,FALSE,black,plain,0.0535098857246508
5999 Other Miscellaneous Clerical and Administrative Workers,3398,36704,50544.2818852459,"",FALSE,black,plain,0.0925784655623365
6110 Insurance Agents and Sales Representatives - type not specified,0,7,31842.8571428571,,FALSE,black,plain,0
"6111 Auctioneers, and Stock and Station Agents",215,1977,87808.5909322466,,FALSE,black,plain,0.108750632271118
6112 Insurance Agents,837,8482,70565.4130486078,"",FALSE,black,plain,0.0986795567083235
6113 Sales Representatives,13417,150324,54319.764254605,,FALSE,black,plain,0.0892538782895612
6121 Real Estate Sales Agents,11457,66862,73885.4314019364,,FALSE,black,plain,0.171352935897819
6200 Sales assistant - type not specified,237,87207,22964.2025689546,"",FALSE,black,plain,0.00271767174653411
6211 Sales Assistants (General),10947,293139,31109.2513801208,Sales Assistants,TRUE,black,plain,0.0373440586206544
6212 ICT Sales Assistants,260,4354,54479.8003216912,,FALSE,black,plain,0.0597152044097382
6213 Motor Vehicle and Vehicle Parts Salespersons,1370,11969,77590.0403077438,"",FALSE,black,plain,0.114462361099507
6214 Pharmacy Sales Assistants,1676,36492,31217.5599001207,,FALSE,black,plain,0.0459278746026526
6215 Retail Supervisors,1793,21291,53367.9307833279,,FALSE,black,plain,0.0842139871307125
6216 Service Station Attendants,205,4874,34989.9052415211,"",FALSE,black,plain,0.0420599097250718
6217 Street Vendors and Related Salespersons,61,1164,36258.5532646048,,FALSE,black,plain,0.0524054982817869
6219 Other Sales Assistants and Salespersons,2611,66750,33970.6474744596,,FALSE,black,plain,0.0391161048689139
6311 Checkout Operators and Office Cashiers,2856,140672,25186.0309419146,"",FALSE,black,plain,0.0203025477707006
6391 Models and Sales Demonstrators,1292,19023,37122.7036686141,,FALSE,black,plain,0.0679177837354781
6392 Retail and Wool Buyers,588,4379,85821.7717093236,,FALSE,black,plain,0.134277232244805
6393 Telemarketers,175,7469,29374.0164746852,"",FALSE,black,plain,0.0234301780693533
6394 Ticket Salespersons,752,9482,48442.2800422387,,FALSE,black,plain,0.079308162834845
6395 Visual Merchandisers,10,272,46320.6066176471,,FALSE,black,plain,0.0367647058823529
7100 Machine and Stationary Plant Operators - type not specified,20,641,51573.8533541342,"",FALSE,black,plain,0.031201248049922
"7111 Clay, Concrete, Glass and Stone Processing Machine Operators",485,6118,63082.8869807,,FALSE,black,plain,0.079274272638117
7112 Industrial Spraypainters,388,5553,68545.622770672,,FALSE,black,plain,0.0698721411849451
7113 Paper and Wood Processing Machine Operators,531,6180,60032.1226934283,"",FALSE,black,plain,0.0859223300970874
7114 Photographic Developers and Printers,110,1482,48157.3043184885,,FALSE,black,plain,0.0742240215924427
7115 Plastics and Rubber Production Machine Operators,389,5306,56605.4574929312,,FALSE,black,plain,0.0733132303053147
7116 Sewing Machinists,396,5726,34829.4873273903,"",FALSE,black,plain,0.0691582256374432
7117 Textile and Footwear Production Machine Operators,79,1411,45431.2785258682,,FALSE,black,plain,0.0559886605244507
7119 Other Machine Operators,3314,36873,63414.3665128901,,FALSE,black,plain,0.089876061074499
"7121 Crane, Hoist and Lift Operators",1498,9760,98361.4880598545,"",FALSE,black,plain,0.153483606557377
"7122 Drillers, Miners and Shot Firers",8782,45382,113999.13994047,,FALSE,black,plain,0.193512846503019
7123 Engineering Production Systems Workers,223,2136,72559.1021077283,,FALSE,black,plain,0.10440074906367
7129 Other Stationary Plant Operators,1976,16214,83855.66222469,"",FALSE,black,plain,0.121869988898483
7210 Mobile Plant Operators,9,356,60826.2471910112,,FALSE,black,plain,0.0252808988764045
"7211 Agricultural, Forestry and Horticultural Plant Operators",457,10898,43908.5011994833,,FALSE,black,plain,0.0419342998715361
7212 Earthmoving Plant Operators,4806,43080,77175.8074974435,"",FALSE,black,plain,0.111559888579387
7213 Forklift Drivers,1631,32381,53399.756085506,,FALSE,black,plain,0.0503690435749359
7219 Other Mobile Plant Operators,900,10432,63014.1556535916,,FALSE,black,plain,0.0862730061349693
7300 Road and rail drivers - type not specified,7,703,34875.4743589744,"",FALSE,black,plain,0.00995732574679943
7311 Automobile Drivers,195,3697,34209.444143167,,FALSE,black,plain,0.052745469299432
7312 Bus and Coach Drivers,3709,38461,52206.1318724269,,FALSE,black,plain,0.0964353500949013
7313 Train and Tram Drivers,2389,12079,111089.793606096,"",FALSE,black,plain,0.197781273284212
7321 Delivery Drivers,1703,41326,37215.905854143,,FALSE,black,plain,0.0412089241639646
7331 Truck Drivers,12228,155350,62930.507385829,,FALSE,black,plain,0.0787125844866431
7411 Storepersons,6568,137764,44918.814133008,"",FALSE,black,plain,0.047675735315467
8110 Cleaners and Laundry Workers - type not specified,20,2675,23713.2845376264,,FALSE,black,plain,0.00747663551401869
8111 Car Detailers,270,13324,32381.955316912,,FALSE,black,plain,0.0202641849294506
8112 Commercial Cleaners,3670,105262,31889.7245892906,"",FALSE,black,plain,0.0348653835192187
8113 Domestic Cleaners,393,12011,26613.6438241685,,FALSE,black,plain,0.0327200066605612
8114 Housekeepers,767,30895,27775.2002591093,,FALSE,black,plain,0.0248260236284188
8115 Laundry Workers,484,11440,34524.4129845131,"",FALSE,black,plain,0.0423076923076923
8116 Other Cleaners,1402,35653,34445.7187342057,,FALSE,black,plain,0.0393234790901186
8200 Labourer - type not specified,7,3019,25390.9005964215,,FALSE,black,plain,0.00231864855912554
8210 Construction and Mining Labourers. Construction worker - type not specified,12,583,43577.8473413379,"",FALSE,black,plain,0.0205831903945112
8211 Building and Plumbing Labourers,3457,67919,50378.7551835424,,FALSE,black,plain,0.050898864824276
8212 Concreters,1296,20543,62021.8740989675,,FALSE,black,plain,0.0630871829820377
8213 Fencers,163,3915,41597.8800511509,"",FALSE,black,plain,0.0416347381864623
8214 Insulation and Home Improvement Installers,439,6466,59035.7178891984,,FALSE,black,plain,0.0678935972780699
8215 Paving and Surfacing Labourers,720,12602,60904.3804382344,,FALSE,black,plain,0.0571337882875734
8216 Railway Track Workers,423,4765,82685.6978794877,"",FALSE,black,plain,0.0887722980062959
8217 Structural Steel Construction Workers,3448,34358,88296.3586652691,,FALSE,black,plain,0.100355084696432
8219 Other Construction and Mining Labourers,1912,15625,87687.3267567741,,FALSE,black,plain,0.122368
8300 Factory Process Workers - type not specified,24,4908,27177.7517831669,"",FALSE,black,plain,0.00488997555012225
8310 Food Process Workers - type not specified,1,344,29008.9387755102,,FALSE,black,plain,0.00290697674418605
8311 Food and Drink Factory Workers,2219,40412,48364.268524712,,FALSE,black,plain,0.0549094328417302
"8312 Meat Boners and Slicers, and Slaughterers",337,12300,44208.9563094948,"",FALSE,black,plain,0.0273983739837398
"8313 Meat, Poultry and Seafood Process Workers",811,30587,41009.6029440628,,FALSE,black,plain,0.0265145323176513
8321 Packers,1434,47302,30748.8007954642,,FALSE,black,plain,0.0303158428819077
8322 Product Assemblers,1895,35938,40828.7186552002,"",FALSE,black,plain,0.052729701151984
8391 Metal Engineering Process Workers,617,10918,55221.1877061195,,FALSE,black,plain,0.0565121817182634
8392 Plastics and Rubber Factory Workers,210,3414,47237.0600468658,,FALSE,black,plain,0.0615114235500879
8393 Product Quality Controllers,173,2491,49257.9148594378,"",FALSE,black,plain,0.0694500200722601
8394 Timber and Wood Process Workers,611,11610,48294.0173231061,,FALSE,black,plain,0.0526270456503015
8399 Other Factory Process Workers,3161,56668,44808.142122834,,FALSE,black,plain,0.0557810404461072
"8410 Farm, Forestry and Garden Workers - type not specified",12,4190,18035.2618763428,"",FALSE,black,plain,0.00286396181384248
8411 Aquaculture Workers,40,2634,29591.1695817491,,FALSE,black,plain,0.0151860288534548
8412 Crop Farm Workers,668,44931,24278.7977337616,,FALSE,black,plain,0.0148672408804612
8413 Forestry and Logging Workers,223,5127,48655.6312195122,"",FALSE,black,plain,0.0434952213770236
8414 Garden and Nursery Labourers,556,16361,34798.96595015,,FALSE,black,plain,0.0339832528574048
8415 Livestock Farm Workers,1010,31066,34426.3385859893,,FALSE,black,plain,0.0325114272838473
8416 Mixed Crop and Livestock Farm Workers,192,4173,40200.4187951807,"",FALSE,black,plain,0.0460100647016535
"8419 Other Farm, Forestry and Garden Workers",961,24017,35645.9641394299,,FALSE,black,plain,0.040013323895574
8511 Fast Food Cooks,237,34426,19304.2708254642,,FALSE,black,plain,0.00688433160982978
8512 Food Trades Assistants,302,9998,29550.6560528687,"",FALSE,black,plain,0.0302060412082417
8513 Kitchenhands,1837,93014,24038.3407142012,,FALSE,black,plain,0.0197497150966521
8910 Freight Handlers and Shelf Fillers - type not specified,2,44,29573.4772727273,,FALSE,black,plain,0.0454545454545455
8911 Freight and Furniture Handlers,1019,10502,70894.1575988566,"",FALSE,black,plain,0.0970291373071796
8912 Shelf Fillers,487,18075,27350.2327333149,,FALSE,black,plain,0.0269432918395574
8991 Caretakers,280,3491,40581.473291212,,FALSE,black,plain,0.0802062446290461
8992 Deck and Fishing Hands,1032,9487,78821.7338820302,"",FALSE,black,plain,0.108780436386634
8993 Handypersons,727,10829,39394.2165321458,,FALSE,black,plain,0.0671345461261428
8994 Motor Vehicle Parts and Accessories Fitters,394,10806,50942.8511248959,,FALSE,black,plain,0.0364612252452341
8995 Printing Assistants and Table Workers,200,3093,45970.5024248303,"",FALSE,black,plain,0.0646621403168445
8996 Recycling and Rubbish Collectors,157,2768,58229.3462233466,,FALSE,black,plain,0.0567196531791908
8997 Vending Machine Attendants,17,912,33723.9572368421,,FALSE,black,plain,0.018640350877193
8999 Other Miscellaneous Labourers,4983,132322,40660.763418806,"",FALSE,black,plain,0.0376581369689092
9133 Consultant - construction manager,196,1073,110523.826168224,,FALSE,black,plain,0.182665424044734
9221 Consultant - tax accountant,324,1925,70977.1555671176,,FALSE,black,plain,0.168311688311688
9222 Consultant - financial investment,484,2826,128295.827304965,"",FALSE,black,plain,0.171266808209483
9223 Consultant - human resources,1109,6881,80974.4761350408,,FALSE,black,plain,0.16116843482052
9224 Consultant - management,3166,19551,123685.399148456,,FALSE,black,plain,0.161935450872078
9225 Consultant - marketing and public relations,649,4852,78905.6325139434,"",FALSE,black,plain,0.133759274525969
9232 Consultant - urban and regional planner,52,371,88305.0054200542,,FALSE,black,plain,0.140161725067385
9233 Consultant - engineering,988,5370,112445.067226891,,FALSE,black,plain,0.183985102420857
9234 Consultant - environmental,182,1464,75537.9492107069,"",FALSE,black,plain,0.12431693989071
9250 Consultant - medical,108,821,106109.06455542,,FALSE,black,plain,0.131546894031669
9251 Consultant - occupational health and safety,312,1743,89257.8079355952,,FALSE,black,plain,0.179001721170396
9254 Consultant - clinical nurse,77,464,75454.224137931,"",FALSE,black,plain,0.165948275862069
9261 Consultant - IT business analyst,2870,16948,107769.45919452,,FALSE,black,plain,0.169341515223035
9311 Apprentice or trainee - agricultural or medical technician,11,464,34448.6034482759,,FALSE,black,plain,0.0237068965517241
9313 Apprentice or trainee - information technology technician or telecommunications technical specialist,25,718,36917.077994429,"",FALSE,black,plain,0.0348189415041783
9321 Apprentice or trainee - automotive mechanic or electrician,151,10341,33922.9732108317,,FALSE,black,plain,0.0146020694323566
9322 Apprentice or trainee - metal fabrication engineering trades worker,42,3636,39285.0574807481,,FALSE,black,plain,0.0115511551155116
9323 Apprentice or trainee - mechanical trades engineering trades worker,93,4323,45370.2871355854,"",FALSE,black,plain,0.0215128383067314
9324 Apprentice or trainee - automotive - other,35,2484,34508.8510466989,,FALSE,black,plain,0.0140901771336554
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner",349,19754,30691.3109401104,,FALSE,black,plain,0.0176673078870102
9332 Apprentice or trainee - floor finisher,9,1733,28929.4062319677,"",FALSE,black,plain,0.0051933064050779
9333 Apprentice or trainee - tiler or plasterer,15,1969,27898.4748603352,,FALSE,black,plain,0.00761808024377857
9334 Apprentice or trainee - plumber,197,9774,33928.9015655377,,FALSE,black,plain,0.0201555146306528
9341 Apprentice or trainee - electrician,735,20655,42221.2403408541,"",FALSE,black,plain,0.0355846042120552
9342 Apprentice or trainee - electronics or telecommunications trades worker,98,3711,38724.3333333333,,FALSE,black,plain,0.0264079762867152
9351 Apprentice or trainee - food trades worker,113,10547,30497.0719704153,,FALSE,black,plain,0.0107139470939604
"9361 Apprentice or trainee - animal attendant, trainer or shearer",15,588,32045.4149659864,"",FALSE,black,plain,0.0255102040816327
9362 Apprentice or trainee - horticultural trades worker,26,1779,29616.6441821248,,FALSE,black,plain,0.0146149522203485
9391 Apprentice or trainee - hair dresser,26,3993,24906.6412825651,,FALSE,black,plain,0.00651139494114701
9392 Apprentice or trainee - printer or graphic artist,11,329,39258.387195122,"",FALSE,black,plain,0.0334346504559271
"9393 Apprentice or trainee - textile, clothing or footwear trades worker",2,116,29463.4310344828,,FALSE,black,plain,0.0172413793103448
9394 Apprentice or trainee - wood trades worker,11,569,32339.6713532513,,FALSE,black,plain,0.0193321616871705
9399 Apprentice or trainee - miscellaneous technicians or trades worker,14,640,36418.26875,"",FALSE,black,plain,0.021875
9410 Apprentice or trainee - health and welfare support services,21,389,37219.8041237113,,FALSE,black,plain,0.0539845758354756
9420 Apprentice or trainee - care and community services,16,364,28881.3351648352,,FALSE,black,plain,0.043956043956044
9431 Apprentice or trainee - hospitality,4,474,23943.4778012685,"",FALSE,black,plain,0.00843881856540084
"9442 Consultant, apprentice or trainee - security and correctional services",88,595,84011.5647058824,,FALSE,black,plain,0.147899159663866
"9451 Consultant, apprentice or trainee - personal service or travel",202,2239,44701.4850245865,,FALSE,black,plain,0.090218847699866
9452 Apprentice or trainee - sport and recreation,8,527,29593.2186311787,"",FALSE,black,plain,0.015180265654649
9510 Apprentice or trainee - business services,13,991,27750.9384460141,,FALSE,black,plain,0.0131180625630676
9530 Apprentice or trainee - clerical services,53,994,34621.3911290323,,FALSE,black,plain,0.0533199195171026
9550 Apprentice or trainee - financial services,21,423,38379.8439716312,"",FALSE,black,plain,0.049645390070922
9552 Consultant - insurance (clerical),92,840,62119.5797619048,,FALSE,black,plain,0.10952380952381
"9599 Consultant, apprentice or trainee - justice and legal services, insurance claims investigation",69,577,66153.9185441941,,FALSE,black,plain,0.119584055459272
9611 Consultant - sales representative (wholesale),144,1261,67294.9040444092,"",FALSE,black,plain,0.114195083267248
9612 Consultant - real estate representative,409,2069,92936.0750968992,,FALSE,black,plain,0.197680038666022
9621 Consultant - sales assistant (retail),460,6356,41722.2050393701,,FALSE,black,plain,0.0723725613593455
9712 Apprentice or trainee - miner,10,225,66645.9911111111,"",FALSE,black,plain,0.0444444444444444
9730 Apprentice or trainee - transport and distribution driver,4,107,48380.5607476636,,FALSE,black,plain,0.0373831775700935
9741 Apprentice or trainee - storeperson,4,285,28975.7614035088,,FALSE,black,plain,0.0140350877192982
9811 Apprentice or trainee - cleaning services,27,997,28197.593781344,"",FALSE,black,plain,0.0270812437311936
"9831 Apprentice or trainee - food, drink or meat processor",2,153,32342.614379085,,FALSE,black,plain,0.0130718954248366
"9841 Apprentice or trainee - farm, forestry or garden worker",1,324,24583.0895061728,,FALSE,black,plain,0.00308641975308642
"9899 Apprentice or trainee - deck or fishing hand, or autoglazier",7,248,37665.0967741936,"",FALSE,black,plain,0.0282258064516129
9990 Occupation not matched,9491,232929,50819.9921379649,,FALSE,black,plain,0.0407463218405609
9997 Miscellaneous type not specified,682,36001,46882.8006223605,,FALSE,black,plain,0.0189439182244938
CEOs,26699,166741,158867.432326662,CEOs,TRUE,black,plain,0.160122585326944
