Occupation,avgTaxableIncome,avgRentLosses,avgTax,avgTaxNoNG,avgBenefit,nIndividuals,label,keep_label,color,fontface
9225 Consultant - marketing and public relations,78905.6325139434,-9744.88597842835,18769.4432173105,22520.702212025,3751.25899471451,4852,,FALSE,black,plain
9232 Consultant - urban and regional planner,88305.0054200542,-9541.78846153846,22385.9521138211,26107.2496138211,3721.29749999999,371,,FALSE,black,plain
9233 Consultant - engineering,112445.067226891,-12374.8006072874,31800.5762184874,36626.7484553295,4826.17223684211,5370,,FALSE,black,plain
9234 Consultant - environmental,75537.9492107069,-9016.02747252747,17607.5924776939,20923.0509064614,3315.45842876753,1464,,FALSE,black,plain
9250 Consultant - medical,106109.06455542,-14214.8611111111,29329.5351766139,34873.3310099472,5543.79583333334,821,Consultant - medical,TRUE,black,plain
9251 Consultant - occupational health and safety,89257.8079355952,-10543.4006410256,22757.5450948821,26869.4713448821,4111.92625,1743,,FALSE,black,plain
9254 Consultant - clinical nurse,75454.224137931,-8224.27272727273,17578.7073275862,20581.6137774295,3002.90644984326,464,,FALSE,black,plain
9261 Consultant - IT business analyst,107769.45919452,-12476.4951219512,29977.0890858628,34842.9221834237,4865.83309756098,16948,,FALSE,black,plain
9311 Apprentice or trainee - agricultural or medical technician,34448.6034482759,-5442,3331.20672413793,4907.61724137931,1576.41051724138,464,,FALSE,black,plain
9313 Apprentice or trainee - information technology technician or telecommunications technical specialist,36917.077994429,-8847.48,3849.58637883008,7022.24087799443,3172.65449916434,718,,FALSE,black,plain
9321 Apprentice or trainee - automotive mechanic or electrician,33922.9732108317,-6423.55629139073,3220.82437427466,5071.75062080008,1850.92624652542,10341,,FALSE,black,plain
9322 Apprentice or trainee - metal fabrication engineering trades worker,39285.0574807481,-4075.64285714286,4689.62069306931,6156.85212164074,1467.23142857143,3636,,FALSE,black,plain
9323 Apprentice or trainee - mechanical trades engineering trades worker,45370.2871355854,-7961.08602150538,6880.30336881074,9746.29433655267,2865.99096774193,4323,,FALSE,black,plain
9324 Apprentice or trainee - automotive - other,34508.8510466989,-6187.11428571429,3343.85871980676,5197.54751966874,1853.68879986197,2484,,FALSE,black,plain
"9331 Apprentice or trainee - bricklayer, or carpenter and joiner",30691.3109401104,-5742.45558739255,2542.17529742318,3748.09097077561,1205.91567335244,19754,,FALSE,black,plain
9332 Apprentice or trainee - floor finisher,28929.4062319677,-4201.22222222222,2172.17530871321,3054.43197537988,882.256666666667,1733,,FALSE,black,plain
9333 Apprentice or trainee - tiler or plasterer,27898.4748603352,-4885.66666666667,1955.67972067039,2981.66972067039,1025.99,1969,,FALSE,black,plain
9334 Apprentice or trainee - plumber,33928.9015655377,-5499.71065989848,3222.06932876292,4741.30040115703,1519.23107239411,9774,,FALSE,black,plain
9341 Apprentice or trainee - electrician,42221.2403408541,-6541.48299319728,5746.64652270747,8101.58040025849,2354.93387755102,20655,,FALSE,black,plain
9342 Apprentice or trainee - electronics or telecommunications trades worker,38724.3333333333,-5981.62244897959,4487.76,6641.14408163266,2153.38408163265,3711,,FALSE,black,plain
9351 Apprentice or trainee - food trades worker,30497.0719704153,-4766.34513274336,2501.38511378722,3502.31759166332,1000.93247787611,10547,,FALSE,black,plain
"9361 Apprentice or trainee - animal attendant, trainer or shearer",32045.4149659864,-4201.6,2826.53714285714,3708.87314285714,882.336000000001,588,,FALSE,black,plain
9362 Apprentice or trainee - horticultural trades worker,29616.6441821248,-3612.53846153846,2316.49527824621,3075.12835516928,758.633076923078,1779,,FALSE,black,plain
9391 Apprentice or trainee - hair dresser,24906.6412825651,-3626.69230769231,1186.42597194389,2089.00005395406,902.574082010174,3993,,FALSE,black,plain
9392 Apprentice or trainee - printer or graphic artist,39258.387195122,-9171.27272727273,4680.0193902439,7981.67757206208,3301.65818181818,329,,FALSE,black,plain
"9393 Apprentice or trainee - textile, clothing or footwear trades worker",29463.4310344828,-5702.5,2284.32051724138,3481.84551724138,1197.525,116,,FALSE,black,plain
9394 Apprentice or trainee - wood trades worker,32339.6713532513,-8366.81818181818,2888.33098418278,5201.33623262502,2313.00524844224,569,,FALSE,black,plain
9399 Apprentice or trainee - miscellaneous technicians or trades worker,36418.26875,-6935.14285714286,3744.8364375,6154.22817857143,2409.39174107143,640,,FALSE,black,plain
9410 Apprentice or trainee - health and welfare support services,37219.8041237113,-3721.28571428571,3946.12948453608,5285.79234167894,1339.66285714286,389,,FALSE,black,plain
9420 Apprentice or trainee - care and community services,28881.3351648352,-6973.8125,2162.08038461538,3626.58100961539,1464.500625,364,,FALSE,black,plain
9431 Apprentice or trainee - hospitality,23943.4778012685,-4628,907.108562367865,2097.01033826638,1189.90177589852,474,,FALSE,black,plain
"9442 Consultant, apprentice or trainee - security and correctional services",84011.5647058824,-9817,20711.5102352941,24540.1402352941,3828.63,595,,FALSE,black,plain
"9451 Consultant, apprentice or trainee - personal service or travel",44701.4850245865,-6344.48514851485,6639.53460885114,8923.54926231649,2284.01465346535,2239,,FALSE,black,plain
9452 Apprentice or trainee - sport and recreation,29593.2186311787,-10895.75,2311.57591254753,5123.02870722434,2811.45279467681,527,,FALSE,black,plain
9510 Apprentice or trainee - business services,27750.9384460141,-4525.46153846154,1924.69707366297,2875.04399673989,950.346923076923,991,,FALSE,black,plain
9530 Apprentice or trainee - clerical services,34621.3911290323,-4948.69811320755,3367.49213709677,4792.23212720633,1424.73999010956,994,,FALSE,black,plain
9550 Apprentice or trainee - financial services,38379.8439716312,-4654.47619047619,4363.74382978723,6039.35525835866,1675.61142857143,423,,FALSE,black,plain
9552 Consultant - insurance (clerical),62119.5797619048,-10048.6956521739,12910.0487142857,16445.0550178571,3535.00630357143,840,,FALSE,black,plain
"9599 Consultant, apprentice or trainee - justice and legal services, insurance claims investigation",66153.9185441941,-7975.26086956522,14362.4106759099,17121.566897747,2759.15622183709,577,,FALSE,black,plain
9611 Consultant - sales representative (wholesale),67294.9040444092,-9321.44444444445,14763.7418953212,17979.6402286545,3215.89833333333,1261,,FALSE,black,plain
9612 Consultant - real estate representative,92936.0750968992,-12077.8068459658,24192.0692877907,28902.4139577173,4710.34466992665,2069,,FALSE,black,plain
9621 Consultant - sales assistant (retail),41722.2050393701,-5590.70217391304,5566.99381417323,7579.64659678192,2012.6527826087,6356,,FALSE,black,plain
9712 Apprentice or trainee - miner,66645.9911111111,-8307.4,14539.5568,17405.9199333333,2866.36313333333,225,,FALSE,black,plain
9730 Apprentice or trainee - transport and distribution driver,48380.5607476636,-5330.75,7964.00186915888,9883.07186915888,1919.07,107,,FALSE,black,plain
9741 Apprentice or trainee - storeperson,28975.7614035088,-7062.25,2181.90989473684,3664.98239473684,1483.0725,285,,FALSE,black,plain
9811 Apprentice or trainee - cleaning services,28197.593781344,-7775.2962962963,2018.49469408225,3651.30691630447,1632.81222222222,997,,FALSE,black,plain
"9831 Apprentice or trainee - food, drink or meat processor",32342.614379085,-8562,2888.94901960784,5272.66117647059,2383.71215686275,153,,FALSE,black,plain
"9841 Apprentice or trainee - farm, forestry or garden worker",24583.0895061728,-5753,1092.59595679012,2467.5787962963,1374.98283950617,324,,FALSE,black,plain
"9899 Apprentice or trainee - deck or fishing hand, or autoglazier",37665.0967741936,-3350.57142857143,4106.43483870968,5312.64055299539,1206.20571428571,248,,FALSE,black,plain
9997 Miscellaneous type not specified,46882.8006223605,-9097.10557184751,7424.80822404979,10699.7662299149,3274.9580058651,36001,,FALSE,black,plain
