raw_name	R6	R5	R4	R3	R2	R1	col	sheet_name	k
UnempSingNoDepsEsMaxF	ES	Components	No Dependents	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	4	Unemployment_A	19
not_used105	ES	Total (before RA and PhA)	No Dependents	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	5	Unemployment_A	19
UnempSingDepsBasicMaxF	MBR	Components	With Dependents	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	6	Unemployment_A	19
UnempSingDepsEsMaxF	ES	Components	With Dependents	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	7	Unemployment_A	19
not_used108	ES	Total (before RA and PhA)	With Dependents	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	8	Unemployment_A	19
UnempOldLtrBasicMaxF	MBR	Components	60+ and long term recipient	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	9	Unemployment_A	19
UnempOldLtrEsMaxF	ES	Components	60+ and long term recipient	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	10	Unemployment_A	19
AlNsaTot60S	ES	Total (before RA and PhA)	60+ and long term recipient	Single	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	11	Unemployment_A	19
UnempCoupBasicMaxF	MBR	Components	60+ and long term recipient	Married	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	12	Unemployment_A	19
UnempCoupEsMaxF	ES	Components	60+ and long term recipient	Married	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	13	Unemployment_A	19
not_used114	ES	Total (before RA and PhA)	60+ and long term recipient	Married	Period	NewStart Allowance, Special Benefit, Sickness Allowance and Parenting Payment Partnered Rates	14	Unemployment_A	19
UnempAssHomeThrSA	ES	Total (before RA and PhA)	Home owner	Single	Asset Cutout	Means Tests	15	Unemployment_A	19
UnempAssNoHomeThrSA	ES	Total (before RA and PhA)	Non-home owner	Single	Asset Cutout	Means Tests	16	Unemployment_A	19
UnempAssHomeThrCA	ES	Total (before RA and PhA)	Home owner	Married	Asset Cutout	Means Tests	17	Unemployment_A	19
UnempAssNoHomeThrCA	ES	Total (before RA and PhA)	Non-home owner	Married	Asset Cutout	Means Tests	18	Unemployment_A	19
UnempThr1F	ES	Lower	Non-home owner	Income Thresholds	Income tests	Means Tests	19	Unemployment_A	19
UnempThr2F	ES	Upper	Non-home owner	Income Thresholds	Income tests	Means Tests	20	Unemployment_A	19
UnempTpr1	Lower	Couples and Singles Without Deps	Non-home owner	Taper Rates	Income tests	Means Tests	21	Unemployment_A	19
UnempTpr2	Upper	Couples and Singles Without Deps	Non-home owner	Taper Rates	Income tests	Means Tests	22	Unemployment_A	19
UnempSingDepsTpr1	Lower	Singles with Dependents	Non-home owner	Taper Rates	Income tests	Means Tests	23	Unemployment_A	19
UnempSingDepsTpr2	Upper	Singles with Dependents	Non-home owner	Taper Rates	Income tests	Means Tests	24	Unemployment_A	19
AllPartTpr	Upper	Singles with Dependents	Non-home owner	Taper Rates	Income tests	Allowance Partner Income Test Taper Rate	25	Unemployment_A	19
MaaAge	Upper	Singles with Dependents	Non-home owner	Taper Rates	Income tests	Mature Age Allowance Age	26	Unemployment_A	19
WidAllMinAge	Upper	Singles with Dependents	Non-home owner	Taper Rates	Income tests	Mininmum eligibility age for Widow Allowance	27	Unemployment_A	19
PppDepAge	Upper	Singles with Dependents	Non-home owner	Taper Rates	Income tests	Parenting Payment Partnered Child age limit	28	Unemployment_A	19
Date	MBR	Components	From	Dependent At Home	Full Time Students	Period	1	YouthStudents	20
Enddate	MBR	Components	To	Dependent At Home	Full Time Students	Period	2	YouthStudents	20
StudYngAHBasicMaxF	MBR	Components	16-17 y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	3	YouthStudents	20
StudYngAhEsMaxF	ES	Components	16-17 y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	4	YouthStudents	20
not_used131	ES	Total	Total	Dependent At Home	Full Time Students	Payment rates (fortnightly)	5	YouthStudents	20
StudOldAHBasicMaxF	MBR	Components	18+ y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	6	YouthStudents	20
StudOldAhEsMaxF	ES	Components	18+ y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	7	YouthStudents	20
not_used134	ES	Total	Total	Dependent At Home	Full Time Students	Payment rates (fortnightly)	8	YouthStudents	20
StudSingNoDepsBasicMaxF	MBR	Components	Total	Single, no kids, not at home	Full Time Students	Payment rates (fortnightly)	9	YouthStudents	20
StudSingNoDepsEsMaxF	ES	Components	Total	Single, no kids, not at home	Full Time Students	Payment rates (fortnightly)	10	YouthStudents	20
not_used137	ES	Total	Total	Single, no kids, not at home	Full Time Students	Payment rates (fortnightly)	11	YouthStudents	20
StudCoupNoDepsBasicMaxF	MBR	Components	Total	Coupled Without Children	Full Time Students	Payment rates (fortnightly)	12	YouthStudents	20
StudCoupNoDepsEsMaxF	ES	Components	Total	Coupled Without Children	Full Time Students	Payment rates (fortnightly)	13	YouthStudents	20
not_used140	ES	Total	Total	Coupled Without Children	Full Time Students	Payment rates (fortnightly)	14	YouthStudents	20
StudCoupDepsBasicMaxF	MBR	Components	Total	Coupled With Children	Full Time Students	Payment rates (fortnightly)	15	YouthStudents	20
StudCoupDepsEsMaxF	ES	Components	Total	Coupled With Children	Full Time Students	Payment rates (fortnightly)	16	YouthStudents	20
not_used143	ES	Total	Total	Coupled With Children	Full Time Students	Payment rates (fortnightly)	17	YouthStudents	20
StudSingDepsBasicMaxF	MBR	Components	Total	Sole parents	Full Time Students	Payment rates (fortnightly)	18	YouthStudents	20
StudSingDepsEsMaxF	ES	Components	Total	Sole parents	Full Time Students	Payment rates (fortnightly)	19	YouthStudents	20
not_used146	ES	Total	Total	Sole parents	Full Time Students	Payment rates (fortnightly)	20	YouthStudents	20
StudThr1F	Lower	Total	Income Thresholds ($ per Fortnight)	Sole parents	Full Time Students	Income Tests	21	YouthStudents	20
StudThr2F	Upper	Total	Income Thresholds ($ per Fortnight)	Sole parents	Full Time Students	Income Tests	22	YouthStudents	20
StudTpr1	Lower	Total	Taper Rates	Sole parents	Full Time Students	Income Tests	23	YouthStudents	20
StudTpr2	Upper	Total	Taper Rates	Sole parents	Full Time Students	Income Tests	24	YouthStudents	20
StudIndepAge	Upper	Total	Taper Rates	Full time students	Age of Independence	Other	25	YouthStudents	20
not_used152	Upper	1st Year	Taper Rates	Full time students	Relocation Scholarship (per year)	Other	26	YouthStudents	20
not_used153	Upper	Intermediate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Other	27	YouthStudents	20
not_used154	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Other	28	YouthStudents	20
YaAgeLwr	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Youth Allowance Student minimum age	29	YouthStudents	20
YaStudAgeUpr	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Youth Allowance Student maximum age (must be less than)	30	YouthStudents	20
DepCauseProp	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Proportion of dependent YA recipients who are away from home	31	YouthStudents	20
AllRedPareTpr	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Reduction in rate of YA once parental income exceeds parental income threshold	32	YouthStudents	20
AllPareThrA	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Parental Income Threshold for YA purposes	33	YouthStudents	20
Date	MBR	Components	From	Dependent At Home	Full Time Students	Period	1	YouthStudents_A	21
Enddate	MBR	Components	To	Dependent At Home	Full Time Students	Period	2	YouthStudents_A	21
StudYngAHBasicMaxF	MBR	Components	16-17 y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	3	YouthStudents_A	21
StudYngAhEsMaxF	ES	Components	16-17 y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	4	YouthStudents_A	21
not_used131	ES	Total	Total	Dependent At Home	Full Time Students	Payment rates (fortnightly)	5	YouthStudents_A	21
StudOldAHBasicMaxF	MBR	Components	18+ y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	6	YouthStudents_A	21
StudOldAhEsMaxF	ES	Components	18+ y.o.	Dependent At Home	Full Time Students	Payment rates (fortnightly)	7	YouthStudents_A	21
not_used134	ES	Total	Total	Dependent At Home	Full Time Students	Payment rates (fortnightly)	8	YouthStudents_A	21
StudSingNoDepsBasicMaxF	MBR	Components	Total	Single, no kids, not at home	Full Time Students	Payment rates (fortnightly)	9	YouthStudents_A	21
StudSingNoDepsEsMaxF	ES	Components	Total	Single, no kids, not at home	Full Time Students	Payment rates (fortnightly)	10	YouthStudents_A	21
not_used137	ES	Total	Total	Single, no kids, not at home	Full Time Students	Payment rates (fortnightly)	11	YouthStudents_A	21
StudCoupNoDepsBasicMaxF	MBR	Components	Total	Coupled Without Children	Full Time Students	Payment rates (fortnightly)	12	YouthStudents_A	21
StudCoupNoDepsEsMaxF	ES	Components	Total	Coupled Without Children	Full Time Students	Payment rates (fortnightly)	13	YouthStudents_A	21
not_used140	ES	Total	Total	Coupled Without Children	Full Time Students	Payment rates (fortnightly)	14	YouthStudents_A	21
StudCoupDepsBasicMaxF	MBR	Components	Total	Coupled With Children	Full Time Students	Payment rates (fortnightly)	15	YouthStudents_A	21
StudCoupDepsEsMaxF	ES	Components	Total	Coupled With Children	Full Time Students	Payment rates (fortnightly)	16	YouthStudents_A	21
not_used143	ES	Total	Total	Coupled With Children	Full Time Students	Payment rates (fortnightly)	17	YouthStudents_A	21
StudSingDepsBasicMaxF	MBR	Components	Total	Sole parents	Full Time Students	Payment rates (fortnightly)	18	YouthStudents_A	21
StudSingDepsEsMaxF	ES	Components	Total	Sole parents	Full Time Students	Payment rates (fortnightly)	19	YouthStudents_A	21
not_used146	ES	Total	Total	Sole parents	Full Time Students	Payment rates (fortnightly)	20	YouthStudents_A	21
StudThr1F	Lower	Total	Income Thresholds ($ per Fortnight)	Sole parents	Full Time Students	Income Tests	21	YouthStudents_A	21
StudThr2F	Upper	Total	Income Thresholds ($ per Fortnight)	Sole parents	Full Time Students	Income Tests	22	YouthStudents_A	21
StudTpr1	Lower	Total	Taper Rates	Sole parents	Full Time Students	Income Tests	23	YouthStudents_A	21
StudTpr2	Upper	Total	Taper Rates	Sole parents	Full Time Students	Income Tests	24	YouthStudents_A	21
StudIndepAge	Upper	Total	Taper Rates	Full time students	Age of Independence	Other	25	YouthStudents_A	21
not_used152	Upper	1st Year	Taper Rates	Full time students	Relocation Scholarship (per year)	Other	26	YouthStudents_A	21
not_used153	Upper	Intermediate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Other	27	YouthStudents_A	21
not_used154	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Other	28	YouthStudents_A	21
YaAgeLwr	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Youth Allowance Student minimum age	29	YouthStudents_A	21
YaStudAgeUpr	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Youth Allowance Student maximum age	30	YouthStudents_A	21
DepCauseProp	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Proportion of dependent YA recipients who are away from home	31	YouthStudents_A	21
AllRedPareTpr	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Reduction in rate of YA once parental income exceeds parental income threshold	32	YouthStudents_A	21
AllPareThrA	Upper	Ongoing Rate Rate	Taper Rates	Full time students	Relocation Scholarship (per year)	Parental Income Threshold for YA purposes	33	YouthStudents_A	21
Date	MBR	Components	From	Dependent At Home	Unemployed	Period	1	YouthUnemployment	22
Enddate	MBR	Components	To	Dependent At Home	Unemployed	Period	2	YouthUnemployment	22
YngUnempYngAHBasicMaxF	MBR	Components	16-17 y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	3	YouthUnemployment	22
YngUnempYngAhEsMaxF	ES	Components	16-17 y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	4	YouthUnemployment	22
not_used162	ES	Total	Total	Dependent At Home	Unemployed	Payment rates (fortnightly)	5	YouthUnemployment	22
YngUnempOldAHBasicMaxF	MBR	Components	18+ y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	6	YouthUnemployment	22
YngUnempOldAhEsMaxF	ES	Components	18+ y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	7	YouthUnemployment	22
not_used165	ES	Total	Total	Dependent At Home	Unemployed	Payment rates (fortnightly)	8	YouthUnemployment	22
YngUnempSingNoDepsBasicMaxF	MBR	Components	Total	Single, no kids, not at home	Unemployed	Payment rates (fortnightly)	9	YouthUnemployment	22
YngUnempSingNoDepsEsMaxF	ES	Components	Total	Single, no kids, not at home	Unemployed	Payment rates (fortnightly)	10	YouthUnemployment	22
not_used168	ES	Total	Total	Single, no kids, not at home	Unemployed	Payment rates (fortnightly)	11	YouthUnemployment	22
YngUnempCoupNoDepsBasicMaxF	MBR	Components	Total	Coupled Without Children	Unemployed	Payment rates (fortnightly)	12	YouthUnemployment	22
YngUnempCoupNoDepsEsMaxF	ES	Components	Total	Coupled Without Children	Unemployed	Payment rates (fortnightly)	13	YouthUnemployment	22
not_used171	ES	Total	Total	Coupled Without Children	Unemployed	Payment rates (fortnightly)	14	YouthUnemployment	22
YngUnempCoupDepsBasicMaxF	MBR	Components	Total	Coupled With Children	Unemployed	Payment rates (fortnightly)	15	YouthUnemployment	22
YngUnempCoupDepsEsMaxF	ES	Components	Total	Coupled With Children	Unemployed	Payment rates (fortnightly)	16	YouthUnemployment	22
not_used174	ES	Total	Total	Coupled With Children	Unemployed	Payment rates (fortnightly)	17	YouthUnemployment	22
YngUnempSingDepsBasicMaxF	MBR	Components	Total	Sole parents	Unemployed	Payment rates (fortnightly)	18	YouthUnemployment	22
YngUnempSingDepsEsMaxF	ES	Components	Total	Sole parents	Unemployed	Payment rates (fortnightly)	19	YouthUnemployment	22
not_used177	ES	Total	Total	Sole parents	Unemployed	Payment rates (fortnightly)	20	YouthUnemployment	22
YngUnempThr1F	Lower	Total	Income Thresholds ($ per Fortnight)	Sole parents	Unemployed	Income Tests	21	YouthUnemployment	22
YngUnempThr2F	Upper	Total	Income Thresholds ($ per Fortnight)	Sole parents	Unemployed	Income Tests	22	YouthUnemployment	22
YngUnempTpr1	Lower	Total	Taper Rates	Sole parents	Unemployed	Income Tests	23	YouthUnemployment	22
YngUnempTpr2	Upper	Total	Taper Rates	Sole parents	Unemployed	Income Tests	24	YouthUnemployment	22
UnempIndepAge	Upper	Total	Unemployed	Sole parents	Age of Independence	Income Tests	25	YouthUnemployment	22
YAOtherAgeUpr	Upper	Total	Youth Unemployed	Sole parents	Maximum YA Other Age	Income Tests	26	YouthUnemployment	22
Date	MBR	Components	From	Dependent At Home	Unemployed	Period	1	YouthUnemployment_A	23
Enddate	MBR	Components	To	Dependent At Home	Unemployed	Period	2	YouthUnemployment_A	23
YngUnempYngAHBasicMaxF	MBR	Components	16-17 y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	3	YouthUnemployment_A	23
YngUnempYngAhEsMaxF	ES	Components	16-17 y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	4	YouthUnemployment_A	23
not_used162	ES	Total	Total	Dependent At Home	Unemployed	Payment rates (fortnightly)	5	YouthUnemployment_A	23
YngUnempOldAHBasicMaxF	MBR	Components	18+ y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	6	YouthUnemployment_A	23
YngUnempOldAhEsMaxF	ES	Components	18+ y.o.	Dependent At Home	Unemployed	Payment rates (fortnightly)	7	YouthUnemployment_A	23
not_used165	ES	Total	Total	Dependent At Home	Unemployed	Payment rates (fortnightly)	8	YouthUnemployment_A	23
YngUnempSingNoDepsBasicMaxF	MBR	Components	Total	Single, no kids, not at home	Unemployed	Payment rates (fortnightly)	9	YouthUnemployment_A	23
YngUnempSingNoDepsEsMaxF	ES	Components	Total	Single, no kids, not at home	Unemployed	Payment rates (fortnightly)	10	YouthUnemployment_A	23
not_used168	ES	Total	Total	Single, no kids, not at home	Unemployed	Payment rates (fortnightly)	11	YouthUnemployment_A	23
YngUnempCoupNoDepsBasicMaxF	MBR	Components	Total	Coupled Without Children	Unemployed	Payment rates (fortnightly)	12	YouthUnemployment_A	23
YngUnempCoupNoDepsEsMaxF	ES	Components	Total	Coupled Without Children	Unemployed	Payment rates (fortnightly)	13	YouthUnemployment_A	23
not_used171	ES	Total	Total	Coupled Without Children	Unemployed	Payment rates (fortnightly)	14	YouthUnemployment_A	23
YngUnempCoupDepsBasicMaxF	MBR	Components	Total	Coupled With Children	Unemployed	Payment rates (fortnightly)	15	YouthUnemployment_A	23
YngUnempCoupDepsEsMaxF	ES	Components	Total	Coupled With Children	Unemployed	Payment rates (fortnightly)	16	YouthUnemployment_A	23
not_used174	ES	Total	Total	Coupled With Children	Unemployed	Payment rates (fortnightly)	17	YouthUnemployment_A	23
YngUnempSingDepsBasicMaxF	MBR	Components	Total	Sole parents	Unemployed	Payment rates (fortnightly)	18	YouthUnemployment_A	23
YngUnempSingDepsEsMaxF	ES	Components	Total	Sole parents	Unemployed	Payment rates (fortnightly)	19	YouthUnemployment_A	23
not_used177	ES	Total	Total	Sole parents	Unemployed	Payment rates (fortnightly)	20	YouthUnemployment_A	23
YngUnempThr1F	Lower	Total	Income Thresholds ($ per Fortnight)	Sole parents	Unemployed	Payment rates (fortnightly)	21	YouthUnemployment_A	23
YngUnempThr2F	Upper	Total	Income Thresholds ($ per Fortnight)	Sole parents	Unemployed	Payment rates (fortnightly)	22	YouthUnemployment_A	23
YngUnempTpr1	Lower	Total	Taper Rates	Sole parents	Unemployed	Payment rates (fortnightly)	23	YouthUnemployment_A	23
YngUnempTpr2	Upper	Total	Taper Rates	Sole parents	Unemployed	Payment rates (fortnightly)	24	YouthUnemployment_A	23
UnempIndepAge	Upper	Total	Taper Rates	Unemployed	Age of Independence	Payment rates (fortnightly)	25	YouthUnemployment_A	23
YAOtherAgeUpr	Upper	Total	Taper Rates	Youth Unemployed	Maximum YA Other Age	Payment rates (fortnightly)	26	YouthUnemployment_A	23
Date			From			Period	1	PenEdSup	24
Enddate			To			Period	2	PenEdSup	24
PenEdSupFullMaxF			Pen. Edu Supplement			Rate	3	PenEdSup	24
PenEdSupHalfMaxF			Pen. Edu Supplement Half Rate			Rate	4	PenEdSup	24
MinPesAge			Pen. Edu Supplement Half Rate			Pen. Edu Supplement minimum age	5	PenEdSup	24
Date			From			Period	1	PenEdSup_A	25
Enddate			To			Period	2	PenEdSup_A	25
PenEdSupFullMaxF			Pen. Edu Supplement			Rate	3	PenEdSup_A	25
PenEdSupHalfMaxF			Pen. Edu Supplement Half Rate			Rate	4	PenEdSup_A	25
MinPesAge			Pen. Edu Supplement Half Rate			Pen. Edu Supplement minimum age	5	PenEdSup_A	25
Date		Under 16 (weekly)	From		Period		1	SSDepIncLimit	26
Enddate		Under 16 (weekly)	To		Period		2	SSDepIncLimit	26
DepChildIncLimUnder16		Under 16 (weekly)	To		Permissable Child Earnings		3	SSDepIncLimit	26
DepChildIncLimOver16		16 and more (annual)	To		Permissable Child Earnings		4	SSDepIncLimit	26
Date		Under 16 (weekly)	From		Period		1	SSDepIncLimit_A	27
Enddate		Under 16 (weekly)	To		Period		2	SSDepIncLimit_A	27
DepChildIncLimUnder16		Under 16 (weekly)	To		Permissable Child Earnings		3	SSDepIncLimit_A	27
DepChildIncLimOver16		16 and more (annual)	To		Permissable Child Earnings		4	SSDepIncLimit_A	27
Date		Single	From		Period		1	PharmA	28
Enddate		Single	To		Period		2	PharmA	28
PharmAllMaxSF		Single	To		Rate of Pharmaceutical Allowance		3	PharmA	28
PharmAllMaxCF		Married	To		Rate of Pharmaceutical Allowance		4	PharmA	28
Date		Single	From		Period		1	PharmA_A	29
Enddate		Single	To		Period		2	PharmA_A	29
PharmAllMaxSF		Single	To		Rate of Pharmaceutical Allowance		3	PharmA_A	29
PharmAllMaxCF		Married	To		Rate of Pharmaceutical Allowance		4	PharmA_A	29
Date	lower		From		Period		1	TelephoneUtility	30
Enddate	lower		To		Period		2	TelephoneUtility	30
TelAllLowMaxAS	lower		Telephone Allowance		Singles	Rate	3	TelephoneUtility	30
TelAllHighMaxAS	upper		Telephone Allowance		Singles	Rate	4	TelephoneUtility	30
UtilitiesAllMaxAS	upper		Utitlities Allowance		Singles	Rate	5	TelephoneUtility	30
TelAllLowMaxAC	lower		Telephone Allowance		Couples	Rate	6	TelephoneUtility	30
TelAllHighMaxAC	upper		Telephone Allowance		Couples	Rate	7	TelephoneUtility	30
UtilitiesAllMaxAC	upper		Utitlities Allowance		Couples	Rate	8	TelephoneUtility	30
Date	lower		From		Period		1	TelephoneUtility_A	31
Enddate	lower		To		Period		2	TelephoneUtility_A	31
TelAllLowMaxAS	lower		Telephone Allowance		Singles	Rate	3	TelephoneUtility_A	31
TelAllHighMaxAS	upper		Telephone Allowance		Singles	Rate	4	TelephoneUtility_A	31
UtilitiesAllMaxAS	upper		Utitlities Allowance		Singles	Rate	5	TelephoneUtility_A	31
TelAllLowMaxAC	lower		Telephone Allowance		Couples	Rate	6	TelephoneUtility_A	31
TelAllHighMaxAC	upper		Telephone Allowance		Couples	Rate	7	TelephoneUtility_A	31
UtilitiesAllMaxAC	upper		Utitlities Allowance		Couples	Rate	8	TelephoneUtility_A	31
Date			From		Period		1	SeniorSup	32
Enddate			To		Period		2	SeniorSup	32
SenSupMaxAS			Single		Seniors Supplement	Rate	3	SeniorSup	32
SenSupEsMaxFS			ES Single		Seniors Supplement	Rate	4	SeniorSup	32
SenSupMaxAC			Couple		Seniors Supplement	Rate	5	SeniorSup	32
SenSupEsMaxFC			ES Couple		Seniors Supplement	Rate	6	SeniorSup	32
CshcThrAS			Single		Commonwealth Senior Health Card Eligibility	Income Test	7	SeniorSup	32
CshcThrAC			Couple		Commonwealth Senior Health Card Eligibility	Income Test	8	SeniorSup	32
CshcThrDepAddA			Increase for Dependent Children		Commonwealth Senior Health Card Eligibility	Income Test	9	SeniorSup	32
Date			From		Period		1	SeniorSup_A	33
Enddate			To		Period		2	SeniorSup_A	33
SenSupMaxAS			Single		Seniors Supplement	Rate	3	SeniorSup_A	33
SenSupEsMaxFS			ES Single		Seniors Supplement	Rate	4	SeniorSup_A	33
SenSupMaxAC			Couple		Seniors Supplement	Rate	5	SeniorSup_A	33
SenSupEsMaxFC			ES Couple		Seniors Supplement	Rate	6	SeniorSup_A	33
CshcThrAS			Single		Commonwealth Senior Health Card Eligibility	Income Test	7	SeniorSup_A	33
CshcThrAC			Couple		Commonwealth Senior Health Card Eligibility	Income Test	8	SeniorSup_A	33
CshcThrDepAddA			Increase for Dependent Children		Commonwealth Senior Health Card Eligibility	Income Test	9	SeniorSup_A	33
Date	No deps	Single	From		Period		1	RentA	34
Enddate	No deps	Single	To		Period		2	RentA	34
RAssMaxSF	No deps	Single	To		Maximum rent assistance payable		3	RentA	34
RentMaxSDeps1_2	1-2 deps	Single	To		Maximum rent assistance payable		4	RentA	34
RentMaxSDepsMany	> 2 deps	Single	To		Maximum rent assistance payable		5	RentA	34
RAssMaxCF	No deps	Married	To		Maximum rent assistance payable		6	RentA	34
RentMaxCDeps1_2	1-2 deps	Married	To		Maximum rent assistance payable		7	RentA	34
RentMaxCDepsMany	> 2 deps	Married	To		Maximum rent assistance payable		8	RentA	34
RAssMinRentSF	No deps	Single	To		Minimum rent paid for rent allowance to be payable		9	RentA	34
RentMinSDeps1_2	1-2 deps	Single	To		Minimum rent paid for rent allowance to be payable		10	RentA	34
RentMinSDepsMany	> 2 deps	Single	To		Minimum rent paid for rent allowance to be payable		11	RentA	34
RAssMinRentCF	No deps	Married	To		Minimum rent paid for rent allowance to be payable		12	RentA	34
RentMinCDeps1_2	1-2 deps	Married	To		Minimum rent paid for rent allowance to be payable		13	RentA	34
RentMinCDepsMany	> 2 deps	Married	To		Minimum rent paid for rent allowance to be payable		14	RentA	34
RAssCoPayProp	> 2 deps	Married	To		Proportion of rent paid by RA		15	RentA	34
Date	No deps	Single	From		Period		1	RentA_A	35
Enddate	No deps	Single	To		Period		2	RentA_A	35
RAssMaxSF	No deps	Single	To		Maximum rent assistance payable		3	RentA_A	35
RentMaxSDeps1_2	1-2 deps	Single	To		Maximum rent assistance payable		4	RentA_A	35
RentMaxSDepsMany	> 2 deps	Single	To		Maximum rent assistance payable		5	RentA_A	35
RAssMaxCF	No deps	Married	To		Maximum rent assistance payable		6	RentA_A	35
RentMaxCDeps1_2	1-2 deps	Married	To		Maximum rent assistance payable		7	RentA_A	35
RentMaxCDepsMany	> 2 deps	Married	To		Maximum rent assistance payable		8	RentA_A	35
RAssMinRentSF	No deps	Single	To		Minimum rent paid for rent allowance to be payable		9	RentA_A	35
RentMinSDeps1_2	1-2 deps	Single	To		Minimum rent paid for rent allowance to be payable		10	RentA_A	35
RentMinSDepsMany	> 2 deps	Single	To		Minimum rent paid for rent allowance to be payable		11	RentA_A	35
RAssMinRentCF	No deps	Married	To		Minimum rent paid for rent allowance to be payable		12	RentA_A	35
RentMinCDeps1_2	1-2 deps	Married	To		Minimum rent paid for rent allowance to be payable		13	RentA_A	35
RentMinCDepsMany	> 2 deps	Married	To		Minimum rent paid for rent allowance to be payable		14	RentA_A	35
RAssCoPayProp	> 2 deps	Married	To		Proportion of rent paid by RA		15	RentA_A	35
Date		From 	Rate of Low Income Supplement		Period		1	LIS	36
Enddate		To	Rate of Low Income Supplement		Period		2	LIS	36
oiLisMax		To	Rate of Low Income Supplement		Rate		3	LIS	36
oiLisThrSNoKid		Individuals, no dependents	Income Requirement Thresholds		Tests		4	LIS	36
oiLisThrCNoKid		Couples, no dependants	Income Requirement Thresholds		Tests		5	LIS	36
oiLisThrFam		Families with dependents	Income Requirement Thresholds		Tests		6	LIS	36
oiLisTxThr		Families with dependents	Tax Requirement Lower Threshold		Tests		7	LIS	36
Date		From 	Rate of Low Income Supplement		Period		1	LIS_A	37
Enddate		To	Rate of Low Income Supplement		Period		2	LIS_A	37
oiLisMax		To	Rate of Low Income Supplement		Rate		3	LIS_A	37
oiLisThrSNoKid		Individuals, no dependents	Income Requirement Thresholds		Tests		4	LIS_A	37
oiLisThrCNoKid		Couples, no dependants	Income Requirement Thresholds		Tests		5	LIS_A	37
oiLisThrFam		Families with dependents	Income Requirement Thresholds		Tests		6	LIS_A	37
oiLisTxThr		Families with dependents	Tax Requirement Lower Threshold		Tests		7	LIS_A	37
Date	The income support bonus is stated in bi-annual amounts	From 	To make annual averaging work, the amounts payable in Sep are specified in both Sep & Dec quarters and the March amount in Mar & Jun quarters. This is because ISB is paid in March and Sep, so annual averages should reflect the average of the values at those two quarters, and not the value from previous quarters.	The income support bonus is paid twice yearly (20 Sept/20 March) to recipients of social security benefits and PPS. 	Period		1	IncomeSupportBonus	38
Enddate	The income support bonus is stated in bi-annual amounts	To	To make annual averaging work, the amounts payable in Sep are specified in both Sep & Dec quarters and the March amount in Mar & Jun quarters. This is because ISB is paid in March and Sep, so annual averages should reflect the average of the values at those two quarters, and not the value from previous quarters.	The income support bonus is paid twice yearly (20 Sept/20 March) to recipients of social security benefits and PPS. 	Period		2	IncomeSupportBonus	38
